sentence,label,datatype,title,publication_date,file_id,-1,Profit,Dividend,MergerAcquisition,SalesVolume,BuyRating,QuarterlyResults,TargetPrice,ShareRepurchase,Turnover,Debt
"Cadbury closed flat at 785p , with the stock inching off lows after US value investor Franklin Resources said it had raised its stake to 7.6 per cent .",-1,holdin,industry data underpin unilever jump,10-10-2009,66,1,0,0,0,0,0,0,0,0,0,0
Copper production continued to slide because of problems at the star Escondida mine in Chile .,-1,holdin,bhp points to inventory adjustments,23-07-2009,531,1,0,0,0,0,0,0,0,0,0,0
"Credit : By Jenny Wiggins , Consumer Industries Correspondent",-1,holdin,unilever ahead and stresses cheap brands,7-08-2009,353,1,0,0,0,0,0,0,0,0,0,0
"However , it is being slightly more aggressive on the potential timing of mortgages , which it could launch towards the end of 2010 .",-1,holdin,tesco to grapple with plan to expand,4-01-2010,205,1,0,0,0,0,0,0,0,0,0,0
Lonmin firmed 0.3 per cent to Pounds 34.64 on vague talk of bid interest from China .,-1,holdin,vodafone dragged down by fears of a price war in us,21-02-2008,356,1,0,0,0,0,0,0,0,0,0,0
"She said : "" Victims of corporate human rights abuses in developing countries face huge obstacles when they try to access justice .",-1,holdin,FT other Shell,22-05-2012,50,1,0,0,0,0,0,0,0,0,0,0
"CSFB also told clients to avoid Egg , down 0.7 per cent at 97 3/4p , as it estimated that 80 per cent of the internet bank 's loan book was UK unsecured loans .",-1,holdin,bad-debt warning by barclays fails to halt footsie's advance london,27-05-2005,118,1,0,0,0,0,0,0,0,0,0,0
"After a slew of profit warnings from retailers this week , the grocers are expected to prove more resilient .",-1,holdin,tesco chief to quit on solid note,10-01-2011,795,1,0,0,0,0,0,0,0,0,0,0
"It comes as the takeover battle becomes increasingly hostile territory , with both sides talking up their growth prospects .",-1,holdin,bhp highlights china's demand for iron ore,24-04-2008,278,1,0,0,0,0,0,0,0,0,0,0
"We have taken an interest in the number one player , which is growing very rapidly . . . over the next several years we might find interesting ways in joining hands and increasing our share , "" he said .",-1,holdin,"vodafone keeps eye on india for growth investors are worried about costs, write andrew parker, kate",22-12-2006,95,1,0,0,0,0,0,0,0,0,0,0
Barclays was among the fallers on Friday as the sovereign debt crisis sent London markets sliding .,-1,holdin,barclays hits reverse on fears over irish exposure,27-11-2010,968,1,0,0,0,0,0,0,0,0,0,0
"Unfortunately , last year also witnessed a big rise in advertising and promotional spending .",-1,holdin,unilever,10-02-2006,527,1,0,0,0,0,0,0,0,0,0,0
"Vittorio Colao , Vodafone 's chief executive , endorsed comments by Lowell McAdam , his incoming counterpart at Verizon Communications , who last week said he did not envisage the UK and US groups combining .",-1,holdin,vodafone chief eyes verizon dividend,27-07-2011,782,1,0,0,0,0,0,0,0,0,0,0
"Northern Rock led the market higher , rising 19.9 per cent to 206 3/4p on news that the government had offered to guarantee all retail deposits made since September 19 .",-1,holdin,rumours boost british land,10-10-2007,661,1,0,0,0,0,0,0,0,0,0,0
"Alberto Culver still owns the Alberto VO5 brand of hair care products , but has expanded into skincare with the Simple , St Ives and Noxzema brands .",-1,holdin,unilever to buy alberto culver in $3.7bn deal,28-09-2010,726,1,0,0,0,0,0,0,0,0,0,0
"MOBILE & TELECOMS ; News analysis ; There is speculation on the course the slimmed-down group will take in the US and India , says Simon Mundy",-1,holdin,vodafone strategy in focus after sfr move,5-04-2011,956,1,0,0,0,0,0,0,0,0,0,0
"Hammerson lost 6.5 per cent to 514 1/2 p , leading the sector lower for a second day .",-1,holdin,barclays leads the way down,14-01-2009,501,1,0,0,0,0,0,0,0,0,0,0
"It bears the scars of the Woolwich takeover in 2000 , which it now concedes was not integrated quickly enough .",-1,holdin,barclays should beware of a merger mismatch,29-03-2007,801,1,0,0,0,0,0,0,0,0,0,0
"However , on an underlying basis that excludes the "" own credit "" accounting distortion and other items , first-half pre-tax profit rose 13 per cent to pound(s)4.23bn , ahead of analysts ' average forecast of pound(s)3.82bn.",['Profit'],holdin,barclays' bad month capped by double blow,28-07-2012,479,0,1,0,0,0,0,0,0,0,0,0
Vodafone in consolidation call,-1,holdin,vodafone in consolidation call,25-07-2009,910,1,0,0,0,0,0,0,0,0,0,0
TUESDAY,-1,holdin,tesco expected to deliver record pounds 2.5bn profits with a 12% increase companies diary,16-04-2007,641,1,0,0,0,0,0,0,0,0,0,0
GSK already owns about 8 per cent of Corixa and said a further 11 per cent of shareholders had agreed to vote in favour of the proposed deal .,-1,holdin,FT other GSK,04-05-2005,992,1,0,0,0,0,0,0,0,0,0,0
"Tesco said that the survey did not reflect "" the reality we experience with customer feedback from some of our 1m regular online shoppers "" .",-1,holdin,tesco stalls in home deliveries survey,23-05-2009,208,1,0,0,0,0,0,0,0,0,0,0
"A profit warning from Lloyds Banking Group unnerved traders yesterday , making it the biggest faller on the FTSE 100 .",['Profit'],holdin,p&g weighs on reckitt and unilever,25-02-2012,13,0,1,0,0,0,0,0,0,0,0,0
"We do n't always take customers in from Tesco ; we gain customers from all our major competitors . """,-1,holdin,morrison steals a march on rival tesco,5-12-2008,473,1,0,0,0,0,0,0,0,0,0,0
"Jim Lawrence , chief financial officer , said underlying prices would rise just 1.5 per cent in the full year ( compared with a 7.2 per cent increase last year ) , with prices falling between 2 and 3 per cent in the fourth quarter .",-1,holdin,price deflation takes shine off unilever,6-11-2009,447,1,0,0,0,0,0,0,0,0,0,0
The dividend is 24p ( 20.5p ) payable from earnings per share of 51.2p ( 42.3p ) .,['Dividend'],holdin,barclays in vanguard of consolidation,11-02-2005,880,0,0,1,0,0,0,0,0,0,0,0
"Jurgen Hambrecht , chief executive , hinted at another dividend rise for this year when he said the group expected to earn a high premium once again on the cost of capital in 2011 .",['Dividend'],holdin,strong asian and us sales help basf to raise dividend by almost 30%,25-02-2011,818,0,0,1,0,0,0,0,0,0,0,0
British Land is in talks to sell half of its pound(s)2.5bn Broadgate office estate in the City of London to private equity investors as part of efforts to raise cash and rebalance its property portfolio .,-1,holdin,british land in broadgate sale talks,9-04-2009,868,1,0,0,0,0,0,0,0,0,0,0
"Group sales , excluding petrol , grew 10.3 per cent in the 13 weeks to November , with UK sales up 8.5 per cent .",['SalesVolume'],holdin,tesco looking at a merry christmas,6-12-2006,340,0,0,0,0,1,0,0,0,0,0,0
"But Alcoa does have a strong position in the mining and refining of aluminium 's raw materials , bauxite and alumina , which would appeal to BHP .",-1,holdin,bhp considers bidding for alcoa,16-07-2007,200,1,0,0,0,0,0,0,0,0,0,0
Investors continued to sell out of Eon amid pessimism over the German utility 's prospects .,-1,holdin,airlines climb after barclays upgrades,23-11-2012,650,1,0,0,0,0,0,0,0,0,0,0
"BHP 's net cash balance of $8.4bn remained plump , although lower than the $10.8bn on June 30 .",-1,holdin,bhp reaffirms iron ore link-up with rio,11-02-2010,742,1,0,0,0,0,0,0,0,0,0,0
UBS set a 450p target price on the stock .,['TargetPrice'],holdin,ubs lowers forecasts on 'wrong shape' barclays,18-09-2010,149,0,0,0,0,0,0,0,1,0,0,0
"Core operating margins were lifted 30 basis points to 13.8 per cent for the full year , which saw underlying sales growth of 6.9 per cent .",['SalesVolume'],holdin,unilever turnover rises 10% despite european weakness,24-01-2013,94,0,0,0,0,1,0,0,0,0,0,0
"The wider CAC 40 benchmark slipped 1.3 per cent to 3,754.96.",-1,holdin,vodafone sheds gain after bid talk denied,4-04-2013,221,1,0,0,0,0,0,0,0,0,0,0
Vodafone eyes small EU targets *Chief takes aim at European bit- players*But group 's results are wide of the mark,-1,holdin,vodafone eyes small eu targets *chief takes aim at european bit- players*but group's results are wid,15-11-2006,871,1,0,0,0,0,0,0,0,0,0,0
"It was the worst week for the stock since May , as it lost 4.2 per cent .",-1,holdin,industry data underpin unilever jump,10-10-2009,66,1,0,0,0,0,0,0,0,0,0,0
www.ft.com / indepth/bank,-1,holdin,barclays dismisses san marino lawsuit,30-07-2008,947,1,0,0,0,0,0,0,0,0,0,0
Shares rose 129p to pound(s)14.43.,-1,holdin,unilever buoyed by growth pledge,8-05-2009,28,1,0,0,0,0,0,0,0,0,0,0
"Shares in Barclays ended higher by 2.4 per cent to 371p as Citi repeated "" buy "" advice with a 470p target .","['TargetPrice', 'BuyRating']",holdin,barclays advances after citi highlights investment division,27-04-2010,305,0,0,0,0,0,1,0,1,0,0,0
Cable & Wireless eased 0.2 per cent to 105 1/2p after Morgan Stanley poured cold water on the bid speculation that has surrounded the telecommunications company .,-1,holdin,barclays shares knocked back on fears it may hit acquisition trail london,16-02-2006,147,1,0,0,0,0,0,0,0,0,0,0
"Shire Pharmaceuticals gained 0.4 per cent to 565 1/2p after New River , its partner in an experimental treatment to combat attention deficit disorder , noted upbeat trials of the drug .",-1,holdin,poor performance by vodafone sees footsie end winning streak london,25-05-2005,533,1,0,0,0,0,0,0,0,0,0,0
"Strong performances in toys , stationery and computer games kept the underlying sales fall to 0.8 per cent .",['SalesVolume'],holdin,bad news on tesco deal forces woolworths to warn on profits,19-01-2006,827,0,0,0,0,1,0,0,0,0,0,0
Barclays and RBS take lead amid hopes that worst is factored in,-1,holdin,barclays and rbs take lead amid hopes that worst is factored in,12-10-2011,424,1,0,0,0,0,0,0,0,0,0,0
"ECS , a rebel Vodafone shareholder , is urging investors to support a resolution at the UK company 's annual meeting next Tuesday calling for the 45 per cent stake to be spun off .",-1,holdin,vodafone defends stake,20-07-2007,438,1,0,0,0,0,0,0,0,0,0,0
"The company , which last year wrote off more than pound(s)3bn from the value of its estate , saw its net asset value slide by 6.5 per cent over the six months .",-1,holdin,british land looking to rebuild its portfolio,18-11-2009,1,1,0,0,0,0,0,0,0,0,0,0
Vodafone views more emerging market buys,-1,holdin,vodafone views more emerging market buys,13-02-2007,643,1,0,0,0,0,0,0,0,0,0,0
"Mr Laurence also implied Vodafone , once the UK market leader , must adopt an underdog mentality to halt its falling sales and earnings .",-1,holdin,vodafone set to slip down the rankings in its home market,10-09-2009,297,1,0,0,0,0,0,0,0,0,0,0
"Overall pre-tax profits fell by a third in the first half , largely owing to the one-off PPI charge .",['Profit'],holdin,barclays driven by investment arm,3-08-2011,207,0,1,0,0,0,0,0,0,0,0,0
"Sir Terry Leahy , chief executive of Tesco , has ended speculation over possible deals in the US after he said the world 's fifth- largest retailer had no plans to make a large acquisition there .",['MergerAcquisition'],holdin,tesco rules out big acquisition in us,9-01-2006,131,0,0,0,1,0,0,0,0,0,0,0
"British Land completed the purchase of a shopping centre in Barnstaple , Devon , this week .",-1,holdin,british land beats forecasts,16-02-2011,455,1,0,0,0,0,0,0,0,0,0,0
And I feel strong support from the board .,-1,holdin,sarin pledges to fight rebellion *embattled vodafone chief expects re-election *investors holding 10,25-07-2006,61,1,0,0,0,0,0,0,0,0,0,0
"And in this case , it would only make a difference if Vittorio Colao , chief executive , could use the money more efficiently than Verizon Wireless and could not source it more cheaply elsewhere .",-1,holdin,vodafone,13-09-2011,478,1,0,0,0,0,0,0,0,0,0,0
"Among the mid-caps , insulation fitter Eaga gained 7.5 per cent to 115 1/2 p after UK energy minister Chris Huhne said the government remained committed to the Warm Front programme .",-1,holdin,ubs lowers forecasts on 'wrong shape' barclays,18-09-2010,149,1,0,0,0,0,0,0,0,0,0,0
"Barclays is rethinking how much risk the bank should take on , at a time when regulators are urging bankers to be prudent after the financial crisis .",-1,holdin,barclays chief ready to increase risk appetite in search of profit,5-04-2011,60,1,0,0,0,0,0,0,0,0,0,0
Talk about having the last laugh .,-1,holdin,vodafone,30-07-2011,881,1,0,0,0,0,0,0,0,0,0,0
Credit Suisse 's recent first-quarter results disappointed for much the same reason .,['QuarterlyResults'],holdin,barclays,1-05-2010,119,0,0,0,0,0,0,1,0,0,0,0
"He added that credit experience at Household International , the US consumer finance business it bought in 2003 , had continued to improve .",-1,holdin,FT other HSBC,28-05-2005,393,1,0,0,0,0,0,0,0,0,0,0
"We think the Bank of England has misread the situation quite a bit over the past year , pushing rates up too fast , "" Mr Higginson said .",-1,holdin,tesco struggles in uk,16-01-2008,310,1,0,0,0,0,0,0,0,0,0,0
"The focus on shareholder returns would mean closing Tesco 's US division , it said .",-1,holdin,tesco up on hopes that expansion plan cuts will help trigger buybacks,18-10-2012,773,1,0,0,0,0,0,0,0,0,0,0
Barclays ' shift from branch advice marks industry sea change,-1,holdin,barclays' shift from branch advice marks industry sea change,27-01-2011,893,1,0,0,0,0,0,0,0,0,0,0
"Vodafone this month made its maiden wireless internet deal by agreeing to pay Pounds 25m for Zyb , a Danish social networking company .",['MergerAcquisition'],holdin,vodafone joins fight to become leader in mobile phone services,26-05-2008,544,0,0,0,1,0,0,0,0,0,0,0
"Vodafone reported a record pre-tax loss of Pounds 14.9bn for 2006 , and warned of slowing revenue growth , lower profit margins and reduced free cash flow in 2007 .","['Profit', 'Turnover']",holdin,sarin 'buys time' with pounds 9bn increase in vodafone pay-out,31-05-2006,316,0,1,0,0,0,0,0,0,0,1,0
"The stock , which has nearly halved in a fortnight as rumours of a problem spread , trades at less than 6 times next year 's earnings which represented "" an excessive "" 50 per cent discount to the UK fund management sector , HSBC said .",-1,holdin,emerging market growth prospects fuel unilever rise,1-04-2010,935,1,0,0,0,0,0,0,0,0,0,0
